Year,State Name,Dist Name,COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),JANUARY PERCIPITATION (Millimeters),FEBRUARY PERCIPITATION (Millimeters),MARCH PERCIPITATION (Millimeters),APRIL PERCIPITATION (Millimeters),MAY PERCIPITATION (Millimeters),JUNE PERCIPITATION (Millimeters),JULY PERCIPITATION (Millimeters),AUGUST PERCIPITATION (Millimeters),SEPTEMBER PERCIPITATION (Millimeters),OCTOBER PERCIPITATION (Millimeters),NOVEMBER PERCIPITATION (Millimeters),DECEMBER PERCIPITATION (Millimeters),JANUARY MINIMUM (Centigrate),FEBRUARY MINIMUM (Centigrate),MARCH MINIMUM (Centigrate),APRIL MINIMUM (Centigrate),MAY MINIMUM (Centigrate),JUNE MINIMUM (Centigrate),JULY MINIMUM (Centigrate),AUGUST MINIMUM (Centigrate),SEPTEMBER MINIMUM (Centigrate),OCTOBER MINIMUM (Centigrate),NOVEMBER MINIMUM (Centigrate),DECEMBER MINIMUM (Centigrate),JANUARY MAXIMUM (Centigrate),FEBRUARY MAXIMUM (Centigrate),MARCH MAXIMUM (Centigrate),APRIL MAXIMUM (Centigrate),MAY MAXIMUM (Centigrate),JUNE MAXIMUM (Centigrate),JULY MAXIMUM (Centigrate),AUGUST MAXIMUM (Centigrate),SEPTEMBER MAXIMUM (Centigrate),OCTOBER MAXIMUM (Centigrate),NOVEMBER MAXIMUM (Centigrate),DECEMBER MAXIMUM (Centigrate),JANUARY WATER DEFICIT (Millimeters),FEBRUARY WATER DEFICIT (Millimeters),MARCH WATER DEFICIT (Millimeters),APRIL WATER DEFICIT (Millimeters),MAY WATER DEFICIT (Millimeters),JUNE WATER DEFICIT (Millimeters),JULY WATER DEFICIT (Millimeters),AUGUST WATER DEFICIT (Millimeters),OCTOBER WATER DEFICIT (Millimeters),NOVEMBER WATER DEFICIT (Millimeters),DECEMBER WATER DEFICIT (Millimeters),JANUARY ACTUAL (Millimeters),FEBRUARY ACTUAL (Millimeters),MARCH ACTUAL (Millimeters),APRIL ACTUAL (Millimeters),MAY ACTUAL (Millimeters),JUNE ACTUAL (Millimeters),JULY ACTUAL (Millimeters),AUGUST ACTUAL (Millimeters),SEPTEMBER ACTUAL (Millimeters),OCTOBER ACTUAL (Millimeters),NOVEMBER ACTUAL (Millimeters),DECEMBER ACTUAL (Millimeters),JANUARY POTENTIAL (Millimeters),FEBRUARY POTENTIAL (Millimeters),MARCH POTENTIAL (Millimeters),APRIL POTENTIAL (Millimeters),MAY POTENTIAL (Millimeters),JUNE POTENTIAL (Millimeters),JULY POTENTIAL (Millimeters),AUGUST POTENTIAL (Millimeters),SEPTEMBER POTENTIAL (Millimeters),OCTOBER POTENTIAL (Millimeters),NOVEMBER POTENTIAL (Millimeters),DECEMBER POTENTIAL (Millimeters),TOTAL AREA (1000 ha),FOREST AREA (1000 ha),BARREN AND UNCULTIVABLE LAND AREA (1000 ha),LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),CULTIVABLE WASTE LAND AREA (1000 ha),PERMANENT PASTURES AREA (1000 ha),OTHER FALLOW AREA (1000 ha),CURRENT FALLOW AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
2005,Karnataka,Dharwad,7703.0,,1581,1.06,2.56,2.44,87.62,,255.24,219.42,151.87,298.71,147.22,8.45,1.46,19.79,19.44,24.46,24.73,26.51,23.73,,24.25,21.6,21.58,18.16,19.59,33.82,,37.36,36.56,38.83,30.42,30.8,30.84,28.79,33.47,30.35,30.63,119.83,,168.63,86.87,148.29,2.4,7.27,8.0,0.0,0.0,46.06,6.54,3.19,4.57,82.36,29.03,128.67000000000002,108.36,105.69,117.37,118.9,65.41,16.810000000000002,124.38,134.39,172.2,168.23,175.32,128.07,113.63,111.69,114.37,119.9,111.47,,,116.3,23.41,67.84,10.67,21.37,20.53,62.93,,1517.83,144.38,56971.0,50.17,54.1,41.56,39965.0,37.79,41.25,29.35,21331.0,21.04,23.88,18.060000000000002,118265.0,113.23,81.97
2005,Karnataka,Belgaum,2838.0,,2514,2.01,1.38,6.01,81.62,25.12,375.72,437.07,276.18,337.49,147.37,6.04,3.08,19.67,18.17,21.12,25.33,24.66,26.16,22.65,23.35,21.46,21.28,19.54,18.880000000000003,33.5,35.73,36.93,39.85,38.41,33.78,29.31,27.47,28.53,32.34,32.29,31.79,113.43,128.76999999999998,162.64,96.02,156.12,0.0,0.0,4.51,0.0,1.1400000000000001,46.67,10.5,7.24,7.42,80.49,23.43,132.78,111.71,111.16,116.97,122.06,69.17,23.68,119.93,135.0,170.05,173.51,176.55,133.78,112.71,112.67,115.97,119.2,113.84,109.22,1346.38,192.42,48.34,73.24,15.76,28.81,9.0,196.51,801.1,1063.02,134.78,70223.0,55.19,88.87,67.18,29551.0,23.8,37.98,28.85,29822.0,25.01,41.32,32.11,129588.0,164.17,123.13
2005,Karnataka,Bidar,,26.0,1463,6.46,3.4,20.43,41.0,13.9,181.06,410.57,166.48,,127.74,2.3,0.0,17.33,22.72,24.56,26.31,29.71,29.31,23.47,22.83,23.71,22.75,18.619999999999997,16.39,30.52,36.18,39.74,40.4,40.86,39.96,30.61,32.980000000000004,30.12,31.51,31.09,29.35,105.04,121.59,155.21,146.17,183.01,5.75,0.0,,0.0,2.19,43.86,12.18,8.1,22.29,40.05,17.8,166.95,125.5,123.53,118.32,121.64,61.87,26.41,115.22,125.69,174.5,184.21,196.82,170.7,124.5,122.53,,122.83,103.73,93.53,545.77,30.71,22.13,23.01,,17.96,41.84,37.72,356.31,442.45,126.03,10208.0,51.96,29.81,25.23,7598.0,39.18,23.44,21.29,2633.0,13.87,8.42,6.98,20434.0,60.67,49.49
2005,Karnataka,Raichur,2209.0,539.0,2433,2.13,3.77,5.7,36.97,24.31,123.41,200.49,117.72,312.79,146.78,7.25,3.5,22.9,22.58,26.69,25.61,29.77,27.63,26.49,25.28,26.07,22.91,,,32.47,34.77,37.5,41.41,41.69,35.88,34.92,31.97,33.97,33.3,31.43,33.510000000000005,116.88,131.45999999999998,167.87,152.6,173.27,45.72,3.16,18.04,0.0,3.05,41.45,3.17,3.51,9.14,34.879999999999995,23.77,117.8,134.99,117.68,132.88,133.56,69.34,31.63,119.06,133.97,172.01,184.47,193.04,161.52,134.15,133.72,132.88,134.62,109.79,105.06,1392.34,48.62,38.71,60.43,15.28,37.5,42.1,160.15,988.45,1263.62,131.15,102239.0,55.6,105.85,82.04,57453.0,32.989999999999995,59.36,46.54,38460.0,23.41,,33.480000000000004,198145.0,202.27,161.05
2005,Karnataka,Dakshina Kannada,0.0,0.0,0,4.62,5.12,2.76,103.12,70.61,1055.41,1612.93,796.53,585.43,232.16,66.51,11.25,21.15,22.47,25.84,28.39,26.83,25.66,24.61,24.71,,23.26,21.99,21.21,35.260000000000005,35.1,35.02,36.86,35.64,33.7,28.78,31.05,29.44,31.37,33.57,33.68,67.81,82.64,115.4,,72.34,0.0,0.0,,0.0,0.0,21.85,72.05,55.46,,114.44,85.78,119.24,106.39,111.58,115.76,119.48,98.61,75.57,137.85,137.09,166.12,156.09,157.13,117.24,104.39,110.58,116.76,119.49,114.45,118.8,837.6,,74.67,104.37,71.15,30.78,17.53,11.64,236.19,286.07,122.48,8427.0,35.22,39.29,32.870000000000005,5244.0,24.29,23.58,22.58,10959.0,48.5,48.19,42.85,24627.0,110.06,89.3
2005,Karnataka,Uttara Kannada,821.0,105.0,1231,1.11,,1.53,56.78,25.97,1423.49,1084.49,733.63,595.99,173.12,11.13,,18.43,22.77,21.44,24.42,24.57,24.49,24.33,25.14,,24.1,,17.35,32.510000000000005,35.54,36.66,,33.83,29.61,27.44,27.52,30.1,31.59,30.61,29.87,77.96,94.39,126.49,86.05,125.03,,0.0,0.0,0.0,0.0,41.27,53.48,46.1,37.66,75.2,41.78,115.38,,97.9,107.28,117.13,77.38,63.84,127.45,134.49,163.14,157.25,166.8,114.38,95.61,100.9,107.28,119.13,115.65,114.08,1028.68,815.6,20.23,37.37,10.64,,13.06,8.89,119.08,130.55,110.97,5866.0,46.1,53.95,49.33,3801.0,31.22,36.0,31.01,3341.0,29.68,30.01,28.38,13003.0,113.96,106.73
2005,Kerala,Alappuzha,0.0,0.0,0,31.78,5.609999999999999,23.76,272.9,189.17,418.56,723.64,139.85,369.51,261.58,280.04,64.85,26.48,24.63,28.5,27.24,27.8,27.31,26.43,25.22,26.65,27.08,26.55,24.47,32.69,36.28,33.76,35.46,36.55,32.04,33.18,33.83,31.72,32.39,31.06,31.7,53.68,72.71,90.69,0.0,0.0,,0.0,1.65,0.0,0.0,0.0,91.27,67.8,75.43,149.31,146.2,112.34,112.37,122.4,124.95,122.83,,103.98,141.96,139.51,162.12,146.31,145.2,112.34,112.37,122.04,123.95,120.83,118.88,124.86,145.01,0.0,4.07,28.15,9.530000000000001,0.0,8.879999999999999,,89.21,124.41,142.22,4272.0,48.92,51.96,36.17,2091.0,27.45,27.95,20.21,2552.0,29.63,32.25,23.01,8911.0,105.17,75.39
2005,Kerala,Kannur,0.0,0.0,0,21.76,4.91,6.970000000000001,94.08,72.86,750.29,1555.72,559.99,486.8,209.43,115.77,20.0,24.99,26.07,25.17,28.46,27.78,27.42,23.5,24.77,24.29,23.41,24.61,,34.36,35.1,33.83,34.61,36.41,30.29,28.56,30.1,31.49,30.38,32.5,31.85,55.98,76.18,102.9,50.41,60.06,0.0,0.0,0.0,,0.0,6.609999999999999,,68.32,67.83,108.68,95.36,111.91,102.63,111.64,117.64,120.33,115.86,86.09,141.12,142.5,167.72,,151.42,111.91,104.63,109.64,117.64,121.33,118.47,125.18,574.16,83.06,14.49,58.82,15.37,2.04,8.77,12.63,381.33,489.64,132.23,6213.0,41.05,17.46,14.74,3610.0,,10.56,,6504.0,,20.23,16.34,16324.0,46.25,37.47
2005,Kerala,Eranakulam,0.0,0.0,0,32.620000000000005,5.24,18.91,190.6,135.85,406.19,853.89,195.24,342.63,238.19,218.96,58.76,25.16,25.06,24.9,24.65,28.37,27.17,23.17,26.04,25.29,,23.0,22.81,34.3,33.3,36.85,33.17,35.17,30.41,29.28,30.98,31.02,33.72,32.379999999999995,32.82,52.86,71.7,94.45,2.22,12.61,0.0,0.0,0.0,0.0,0.0,0.0,91.06,,73.84,146.5,130.04,,112.42,118.44,122.65,114.21,114.73,96.38,140.92,140.07,162.29,145.72,141.64,111.36,110.41,118.44,122.65,116.21,112.73,119.33,395.1,112.3,3.12,58.6,14.78,1.03,10.34,16.54,185.09,270.85,147.29,13482.0,43.87,77.61,51.32,5481.0,19.02,33.93,22.46,13237.0,42.11,73.27,51.4,32194.0,178.81,121.18
2005,Kerala,Kottayam,0.0,0.0,0,36.11,8.24,26.64,274.05,159.92,371.65,776.2,162.17,343.17,254.54,262.32,72.38,25.9,25.84,24.57,28.09,28.87,24.56,24.61,26.42,26.82,24.22,26.63,23.55,32.5,,36.74,35.09,33.32,30.84,32.8,30.54,,32.010000000000005,31.47,34.07,48.07,70.22,86.85,0.0,5.71,0.0,0.0,3.22,0.0,0.0,0.0,91.68,,76.93,143.23,139.75,114.01,113.23,121.99,123.19,117.11,,99.01,136.76,138.81,162.78,146.23,,116.01,113.23,121.21,123.19,119.11,113.95,118.28,,170.87,5.66,34.47,7.0,4.08,6.49,7.18,342.29,459.6,135.77,15276.0,41.2,,35.31,9636.0,25.46,32.3,23.0,16151.0,40.34,50.46,37.21,41057.0,121.65,91.52
2005,Kerala,Kozhikode,0.0,0.0,0,23.13,5.02,5.970000000000001,87.69,59.76,508.74,1284.62,371.94,382.54,207.47,151.04,19.53,22.81,23.85,26.82,,25.34,26.99,26.17,23.59,24.92,24.15,23.39,22.06,35.16,32.9,,,34.11,31.99,30.38,29.11,,32.239999999999995,32.25,32.6,54.27,72.39,98.99,47.56,69.84,0.0,0.0,0.0,0.0,0.0,0.0,87.14,,70.88,105.34,81.08,110.38,102.36,111.24,119.06,116.81,116.05,85.31,138.43,139.91,165.87,151.9,147.92,110.38,101.36,110.24,117.06,118.81,113.05,125.55,376.73,94.48,4.36,31.25,3.87,3.06,2.17,3.27,238.44,370.1,159.92,7133.0,32.3,34.29,,3714.0,18.28,17.759999999999998,11.11,11947.0,56.42,52.73,34.53,22785.0,97.77,63.06
2005,Kerala,Malappuram,0.0,0.0,0,18.52,4.12,5.16,99.38,62.53,382.53,983.74,259.94,305.26,216.85,170.97,24.33,21.69,25.76,23.67,26.88,25.29,25.99,25.06,25.67,24.77,26.05,22.24,22.9,32.33,35.57,35.25,33.77,34.45,32.2,31.64,31.5,32.64,30.38,30.29,32.53,56.56,76.36,108.33,43.03,69.91,,0.0,0.0,0.0,0.0,0.0,82.62,67.21,64.87,111.26,82.15,114.29,106.52,113.79,117.86,117.51,110.82,85.5,139.18,142.57,169.21,,150.05,111.29,107.52,113.79,119.86,115.51,113.82,119.72,358.45,107.42,3.9299999999999997,40.71,7.1,0.0,5.59,8.27,194.07,278.6,146.75,5075.0,39.5,28.28,19.41,3128.0,23.49,19.2,15.35,5703.0,42.01,,21.69,13906.0,76.01,52.45
2005,Kerala,Palakkad,268.0,63.0,2220,23.0,7.2,9.84,113.47,70.55,277.17,761.41,209.23,235.46,207.53,173.93,39.83,21.55,21.54,25.66,24.59,25.26,24.14,25.18,24.81,24.87,25.2,23.16,21.94,33.45,36.39,36.69,35.55,34.04,32.68,28.2,29.11,29.33,30.8,30.3,32.5,,81.34,121.25,31.05,64.58,1.41,0.0,1.3,3.52,0.0,0.0,77.52,58.08,48.69,116.3,82.43,113.45,107.79,114.86,120.5,111.11,105.7,86.62,131.58,139.42,166.94,145.35,145.01,114.86,108.79,118.17,122.02,,,114.34,448.58,138.26,5.54,40.68,22.84,1.01,11.57,15.35,221.74,333.56,153.3,12932.0,52.27,62.58,42.24,5119.0,22.29,25.19,19.53,7177.0,29.44,33.5,22.77,25226.0,116.26,78.53
2005,Kerala,Kollam,0.0,0.0,0,27.7,8.25,39.6,318.45,,271.22,446.54,76.17,220.33,242.09,332.72,109.56,25.94,26.79,26.47,27.82,28.66,25.4,25.52,26.12,26.5,25.91,23.23,25.63,31.25,34.36,34.09,35.230000000000004,32.760000000000005,32.45,32.47,,32.09,32.35,32.370000000000005,32.870000000000005,49.13,75.59,90.11,0.0,9.67,0.0,0.0,22.21,2.75,0.0,0.0,83.7,67.28,77.86,142.92,134.56,118.06,118.19,104.57,125.4,119.76,110.08,107.37,132.84,136.87,162.97,141.92,142.23,117.06,,,128.15,120.76,110.08,112.6,517.07,238.65,4.6,38.09,4.09,3.01,5.5600000000000005,11.379999999999999,219.31,305.57,145.46,,37.69,20.55,15.82,3627.0,35.58,20.83,13.9,3644.0,33.739999999999995,18.91,12.95,11477.0,54.29,38.67
2005,Kerala,Thrissur,0.0,0.0,0,20.23,3.64,8.74,134.33,94.01,416.72,931.16,221.18,333.57,228.33,,39.96,23.2,,26.03,28.07,28.55,,23.32,26.14,24.22,24.62,25.92,21.67,35.66,35.96,34.52,35.84,36.41,31.29,,29.79,32.89,32.760000000000005,32.68,32.0,59.88,78.69,103.62,18.07,43.54,0.0,0.0,0.0,0.0,0.0,0.0,84.23,70.45,67.55,130.01,102.81,111.68,106.36,114.78,121.19,116.13,115.24,90.44,143.11,143.14,169.17,149.07,144.36,111.68,,114.78,121.19,115.13,115.24,123.51,304.92,107.62,2.35,37.63,6.140000000000001,3.04,9.39,12.79,143.6,196.19,139.39,9998.0,49.82,73.59,55.73,5080.0,25.29,39.36,27.27,5835.0,29.9,43.77,32.18,20903.0,153.72,111.19
2005,Kerala,Thiruvananthapuram,0.0,0.0,0,21.6,6.640000000000001,30.22,272.09,134.69,215.74,289.5,,166.34,225.08,350.58,119.21,26.42,23.92,24.53,25.98,25.86,25.67,24.79,27.39,23.78,25.18,23.48,24.19,31.99,32.05,34.79,33.980000000000004,32.59,30.33,30.43,33.3,31.11,31.28,32.25,30.7,52.49,79.64,100.7,0.0,11.45,0.0,0.0,30.82,3.58,0.0,0.0,81.82,63.76,61.23,142.9,133.88,118.97,117.44,97.26,128.73000000000002,120.42,109.58,111.52,132.32,138.4,160.92,140.9,142.34,115.96,117.44,126.08,127.31,120.42,106.58,116.75,221.78,50.86,2.35,26.92,4.42,2.01,3.44,2.55,141.41,184.22,131.35,3916.0,41.37,28.88,23.72,2786.0,29.69,22.81,16.439999999999998,3002.0,34.94,,18.65,9700.0,70.05,57.8
2005,Madhya Pradesh,Jabalpur,0.0,0.0,0,16.03,7.35,53.16,3.4699999999999998,4.93,80.37,225.82,256.71000000000004,231.91,19.47,0.0,6.970000000000001,12.99,16.060000000000002,19.17,24.44,30.79,30.12,27.51,27.86,26.13,19.71,14.2,11.65,,31.25,35.9,39.17,42.52,43.74,32.92,33.75,31.63,34.019999999999996,31.15,28.56,44.77,79.25,91.56,159.27,213.16,113.0,0.0,0.0,0.0,35.81,42.19,36.39,22.0,59.2,8.68,11.21,78.87,114.17,105.92,117.02,78.36,43.97,31.61,80.16,96.25,150.75,164.95,218.37,188.87,113.17,105.92,116.02,114.16,82.16,70.28,1013.85,178.68,95.69,50.46,65.46000000000001,80.36,45.26,40.66,473.01,625.21,136.53,20643.0,63.21,46.82,37.06,12036.0,36.7,28.55,21.28,1045.0,4.09,6.21,2.67,33718.0,75.58,56.01
2005,Madhya Pradesh,Balaghat,0.0,0.0,0,,5.13,42.64,7.34,,151.38,386.95,299.03,374.56,64.12,3.02,4.52,13.61,17.189999999999998,21.48,25.94,29.33,31.13,25.72,24.2,25.47,22.73,12.81,11.2,30.09,33.09,38.57,41.36,41.51,40.94,30.89,32.989999999999995,31.57,33.3,29.63,28.94,40.41,64.24000000000001,84.84,154.32,206.47,36.0,,,0.0,19.61,38.25,50.28,45.35,73.35,27.07,18.82,151.61,110.77,107.39,114.03,93.0,54.02,43.51,86.69,106.59,157.19,176.4,223.28,185.61,112.77,106.39,113.03,112.61,87.27,75.96,925.5,,13.49,51.41,32.14,31.91,17.72,16.28,274.9,347.99,128.59,10489.0,61.58,42.28,,6695.0,40.39,27.44,23.46,725.0,6.03,3.64,4.1,17902.0,67.36,55.04
2005,Madhya Pradesh,Chhindwara,3206.0,1400.0,4362,25.49,6.23,41.21,10.120000000000001,8.24,143.42,271.46,208.94,337.53,49.88,0.0,5.1899999999999995,13.51,16.47,22.75,24.06,,28.94,26.45,23.6,23.64,18.62,12.83,14.17,27.64,31.73,37.24,39.7,43.01,39.02,29.23,31.13,32.95,31.96,27.66,29.94,56.32,102.29,127.7,173.52,227.46,51.49,0.0,0.0,0.0,27.7,43.26,36.52,13.67,44.21,13.84,9.99,138.51,114.91,107.04,115.76,88.15,49.88,31.85,91.84,111.96,167.92,180.36,235.45,188.01,113.91,108.04,114.76,111.84,92.13,79.6,1185.92,480.48,28.73,56.49,21.29,55.8,34.980000000000004,48.94,478.18,595.99,126.27,16992.0,68.2,36.6,31.65,6871.0,28.36,,14.58,2200.0,12.43,7.6,5.7,26059.0,57.6,45.94
2005,Madhya Pradesh,Narsinghpur,0.0,0.0,0,19.96,5.23,45.93,2.88,6.08,91.03,209.88,195.87,283.26,26.63,0.0,2.6399999999999997,14.24,,23.32,25.68,30.4,29.95,24.62,26.93,24.19,21.3,14.42,,28.32,31.45,35.99,40.08,44.3,43.52,30.8,31.69,31.55,34.06,29.12,29.63,51.45,95.61,115.23,,224.43,105.31,0.0,0.0,0.0,35.04,46.17,30.89,12.23,49.02,7.54,9.74,89.73,114.07,108.38,118.2,,45.92,27.25,83.34,102.84,161.26,174.79,230.17,191.04,114.07,108.38,117.2,116.02,88.1,72.35,517.65,137.22,2.0300000000000002,28.66,18.98,24.88,9.41,5.779999999999999,304.53,392.78,,9843.0,65.39,33.42,27.18,4649.0,,17.310000000000002,12.89,1546.0,11.63,9.08,5.95,16032.0,54.82,44.02
2005,Madhya Pradesh,Mandla,0.0,0.0,0,21.28,9.33,61.88,7.32,5.63,118.99,311.04,307.0,276.06,41.94,3.01,5.5600000000000005,13.11,15.84,21.7,24.91,26.57,29.94,23.64,27.04,24.16,19.79,12.85,9.62,27.56,30.75,35.82,40.69,42.78,41.93,29.93,31.83,32.510000000000005,30.54,31.2,27.85,44.81,78.52,85.58,158.92,208.87,68.46,0.0,0.0,0.0,28.25,39.48,37.6,23.92,70.63,13.86,12.49,115.32,110.47,,112.98,,46.22,33.46,82.42,98.44,150.21,168.78,215.36,179.79,107.47,104.54,110.98,109.34,85.7,74.78,1328.5,621.43,22.86,70.25,37.11,34.09,64.37,63.35,425.93,561.9,134.31,,83.16,12.95,8.52,912.0,19.53,3.15,5.62,71.0,5.3100000000000005,2.16,3.12,5199.0,15.26,13.27
2005,Madhya Pradesh,Sagar,0.0,0.0,0,14.74,5.9399999999999995,40.59,1.81,4.1,69.5,,205.57,209.87,11.43,0.0,3.05,14.7,18.28,20.25,25.81,30.8,32.92,24.69,24.99,26.03,20.63,15.42,13.15,26.11,32.41,37.27,38.78,,42.85,34.269999999999996,31.98,33.6,35.489999999999995,29.08,26.08,50.77,90.39,109.11,165.46,214.65,131.28,0.0,0.0,0.0,44.02,47.97,28.63,10.36,46.49,8.23,9.54,66.25,122.92,113.07,,,40.23,21.92,76.4,100.75,153.6,167.69,218.19,194.53,122.92,112.07,118.13,119.37,83.2,70.13,1025.76,300.8,22.4,54.62,11.81,84.15,15.34,9.68,542.0,713.69,135.85,7954.0,48.79,18.75,12.19,,46.82,,12.72,1429.0,10.39,,5.01,16995.0,35.53,24.91
2005,Madhya Pradesh,Damoh,0.0,0.0,0,15.18,6.609999999999999,43.19,2.7,6.09,59.58,,209.24,198.34,15.04,0.0,3.8899999999999997,14.3,15.8,23.16,25.44,29.62,33.620000000000005,26.08,25.34,26.42,21.39,16.509999999999998,11.27,26.82,30.05,,39.49,45.0,43.41,31.69,31.32,34.08,33.75,29.69,26.93,52.5,86.93,110.24,163.23,208.24,134.34,0.0,0.0,0.0,41.15,43.75,,14.55,44.44,7.34,6.68,60.84,118.95,112.2,120.02,,39.31,24.97,,99.48,149.67,166.56,213.92,192.17,119.95,111.2,120.02,117.08,83.06,67.63,731.58,271.08,63.24,,15.49,37.72,7.68,9.07,315.04,401.65,129.17,4090.0,55.68,15.14,12.25,3151.0,45.34,12.12,11.9,380.0,6.98,4.22,4.95,7616.0,26.48,20.1
2005,Madhya Pradesh,Tikamgarh,0.0,0.0,0,11.89,3.46,29.77,,,29.53,166.53,176.8,165.74,7.53,0.0,3.2800000000000002,12.81,14.5,19.74,23.18,30.13,33.1,26.91,28.24,25.95,22.41,17.130000000000003,9.05,24.68,30.31,38.11,41.59,46.72,43.29,33.16,34.67,33.29,35.02,33.66,26.27,54.45,87.48,114.22,162.78,199.64,170.51,0.0,0.0,0.0,54.09,64.32,21.73,9.620000000000001,32.980000000000004,7.08,7.62,32.65,131.68,,125.84,70.15,22.66,11.37,74.17,97.1,142.19,166.87,203.26,201.17,129.68,124.46,126.84,122.24,82.98,62.59,507.0,69.94,74.8,27.64,21.97,25.09,21.72,35.74,242.95,371.64,,7420.0,63.98,33.79,24.01,4229.0,38.75,20.54,13.4,522.0,6.27,5.15,5.4,12166.0,52.48,35.82
2005,Madhya Pradesh,Chhatarpur,0.0,0.0,0,13.18,6.12,38.02,4.35,3.29,29.66,168.48,239.01,156.01,12.1,0.0,2.56,10.24,15.52,19.93,22.86,29.25,34.17,,26.29,26.01,20.28,16.5,10.13,27.3,30.61,37.74,40.72,43.38,42.45,33.12,33.58,34.22,35.66,32.239999999999995,27.54,48.75,80.58,106.52,162.59,204.87,167.24,0.0,0.0,5.5,43.09,48.73,27.93,18.03,39.86,5.73,9.370000000000001,27.81,125.85,117.97,121.89,78.48,,20.32,71.67,95.61,144.38,168.32,207.23,195.04,125.85,118.97,125.39,119.58,78.73,64.17,866.04,214.9,4.6,48.16,,68.23,42.31,35.5,404.86,515.3199999999999,127.61,11430.0,63.1,30.29,26.35,7362.0,40.07,21.23,15.4,549.0,6.82,3.35,2.0700000000000003,19336.0,49.87,41.81
2005,Madhya Pradesh,Panna,0.0,0.0,0,16.310000000000002,5.87,46.69,3.31,5.12,31.52,171.05,265.86,145.94,13.93,0.0,4.75,13.45,15.78,,25.78,30.86,30.83,26.51,25.82,26.71,22.96,14.2,12.17,25.66,32.760000000000005,38.01,42.47,44.76,44.8,33.34,33.84,32.46,34.89,32.83,26.88,42.76,70.72,93.98,160.66,197.97,157.63,0.0,0.0,4.29,41.76,39.84,35.95,23.21,52.53,10.73,10.49,33.36,121.25,113.77,119.73,79.05,41.89,27.26,72.71,91.93,146.5,165.39,204.46,187.99,123.25,112.77,120.02,116.81,77.73,63.5,705.92,302.64,23.67,42.85,59.11,11.33,15.03,12.78,255.52,300.66,120.34,2212.0,49.97,11.79,11.43,2354.0,53.97,,,145.0,6.0600000000000005,3.57,3.48,4708.0,22.71,16.810000000000002
2005,Madhya Pradesh,Rewa,,0.0,0,11.37,11.52,54.69,2.25,5.74,15.62,182.84,335.78,90.33,20.37,0.0,2.62,13.94,14.55,22.78,24.14,29.54,31.8,27.74,29.97,26.21,,16.8,11.61,27.06,31.28,37.88,40.68,42.45,43.78,,32.65,34.05,,30.93,26.36,42.52,65.91,77.46,160.11,199.97,169.17,0.0,0.0,14.4,41.59,43.85,31.16,28.73,63.41,11.6,12.32,17.35,122.47,115.39,107.86,75.66,40.13,28.01,69.69,91.64,136.87,,211.29,185.52,125.47,117.39,121.26,111.24,80.98,65.32,629.75,87.29,36.62,64.16,9.26,27.33,26.37,22.64,370.4,504.15,138.94,11228.0,63.45,33.39,23.36,5608.0,32.17,19.17,12.16,1150.0,8.379999999999999,6.109999999999999,5.279999999999999,17981.0,50.67,36.8
2005,Madhya Pradesh,Sidhi,0.0,0.0,0,14.91,9.29,53.04,3.58,,30.68,194.36,340.25,,17.009999999999998,0.0,7.52,13.14,14.74,20.69,25.2,28.44,33.269999999999996,29.0,26.3,25.71,23.55,14.5,11.72,24.42,30.57,37.7,,45.21,41.89,35.1,33.0,33.41,35.61,32.989999999999995,28.17,44.15,71.14,81.45,162.22,198.25,150.76,0.0,0.0,6.93,37.84,40.88,31.66,26.57,60.1,9.309999999999999,11.17,33.42,117.56,112.64,110.45,75.6,40.18,27.48,74.81,94.7,139.56,166.52,209.42,181.18,,111.64,116.38,110.44,81.06,63.87,1041.19,435.76,17.74,84.23,69.14,17.83,30.75,46.9,356.83,,138.75,5786.0,,19.35,14.04,2587.0,31.33,8.3,9.379999999999999,443.0,7.02,5.25,3.92,8813.0,26.9,21.34
